RowID,Status,Phase,Recipient,Log_Level,Log_Message,Attachment,RPA_Team_Emails,Business_Team_Emails,Email_Subject,Email_Body_Prefix,Email_Body_Suffix,Email_CC,Email_BCC,Process Cycle Code,Environment Details,Date Time,Parameters,Email_Body
35,Active,Process - DCR - Perform Field Mapping,Business Team,Warn,Business Exception at DCR Field Mapping,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Business Exception at DCR Field Mapping,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
36,Inactive,Process - DCR - Perform Field Mapping,RPA Team,Error,DCR Field Mapping Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,DCR Field Mapping Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active)",
37,Inactive,Process - DCR - Invoice Generic Data Table Loop,RPA Team,Info,Executing Each Line From Invoice Generic Table Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Each Line From Invoice Generic Table Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active)",
38,Inactive,Process - DCR - Invoice Generic Data Table Loop,RPA Team,Info,Executing Each Line From Invoice Generic Table Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Each Line From Invoice Generic Table Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active)",
39,Active,Process - DCR - Invoice Generic Data Table Loop,Business Team,Fatal,System Exception at Executing Each Line From Invoice Generic Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,System Exception at Executing Each Line From Invoice Generic Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
40,Active,Process - DCR - Invoice Generic Data Table Loop,Business Team,Warn,Business Exception at Executing Each Line From Invoice Generic Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Business Exception at Executing Each Line From Invoice Generic Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
41,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Executing Each Line Field From DCR Field Mapping Table Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Each Line Field From DCR Field Mapping Table Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
42,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Getting Field Name - Category Group Name - Global Data Location Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Field Name - Category Group Name - Global Data Location Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
43,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Getting Field Name - Category Group Name - Global Data Location Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Field Name - Category Group Name - Global Data Location Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
44,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Getting Test List From DCR Data Rule Mapping Table Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test List From DCR Data Rule Mapping Table Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
45,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Getting Test List From DCR Data Rule Mapping Table Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test List From DCR Data Rule Mapping Table Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
46,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Field Value Assigned,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Field Value Assigned,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
47,Inactive,Process - DCR - Get DCR Field Parameters,RPA Team,Info,Executing Each Line Field From DCR Field Mapping Table Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Each Line Field From DCR Field Mapping Table Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
48,Active,Process - DCR - Get DCR Field Parameters,Business Team,Fatal,System Exception at Executing Each Line Field From DCR Field Mapping Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,System Exception at Executing Each Line Field From DCR Field Mapping Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
49,Active,Process - DCR - Get DCR Field Parameters,Business Team,Warn,Business Exception at Executing Each Line Field From DCR Field Mapping Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Business Exception at Executing Each Line Field From DCR Field Mapping Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
50,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Executing Each Test From DCR Data Rule Mapping Table Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Each Test From DCR Data Rule Mapping Table Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
51,Inactive,Process - DCR - Perform DCR Test,RPA Team,Error,Getting Test Name Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test Name Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
52,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Getting Test Name Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test Name Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
53,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Executing Test Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Test Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
54,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Assigning Test Values Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Assigning Test Values Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
55,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Assigning Test Values Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Assigning Test Values Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
56,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Getting Test Type - Pattern Value Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test Type - Pattern Value Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
57,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Getting Test Type - Pattern Value Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Getting Test Type - Pattern Value Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
58,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Executing Test Workflow Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Test Workflow Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
59,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Executing Test Workflow Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Test Workflow Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
60,Inactive,Process - DCR - Perform DCR Test,RPA Team,Info,Test Execution Result Generated,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Test Execution Result Generated,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
61,Inactive,Process - DCR - Perform DCR Test,RPA Team,Error,Executing Test Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Executing Test Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,", Invoice File ID (Active), Extraction Result File Path (Active), Field Name (Active), Category Group Name (Active), Global Data Location (Active), Field Value (Active), Test Name (Active), Test Sequence (Active), Test Type (Active), Pattern Value (Active), Test Result (Active), Action Name (Active), Next Rule (Active), Next Sequence (Active), Field Value New (Active)",
